Ticker,Company,Pattern,Start Date,End Date,Width,API Start Date,API End Date,Breakout Date,Have Data
CIG,CIGAMES (CIG),double_top,2023-04-26,2023-05-10,14,2023-03-15,2023-06-21,,True
BHW,HANDLOWY (BHW),rising_wedge,2022-11-14,2023-01-26,73,2022-04-09,2023-09-02,,True
,WIG-NRCHOM,rising_wedge,2022-12-30,2023-04-24,115,2022-01-19,2024-04-03,,True
SEN,SERINUS (SEN),h&s_bottom,2022-12-19,2023-01-26,38,2022-08-27,2023-05-20,5/12/2023,True
PEP,PEP,double_bottom,2023-03-05,2023-03-28,23,2022-12-26,2023-06-05,,True
BHW,HANDLOWY (BHW),double_top,2023-02-22,2023-03-22,28,2022-11-30,2023-06-14,,True
AGT,AGROTON (AGT),descending_triangle,2023-02-10,2023-03-02,20,2022-12-12,2023-05-01,5/12/2023,True
EAT,AMREST (EAT),double_bottom,2023-04-05,2023-04-27,22,2023-01-29,2023-07-02,5/12/2023,True
ENG,ENERGA (ENG),flat_base,2023-03-07,2023-05-09,63,2022-08-30,2023-11-14,5/12/2023,True
ENG,ENERGA (ENG),inverted_triangle,2023-02-04,2023-03-21,45,2022-09-22,2023-08-03,5/12/2023,True
ATC,ARCTIC (ATC),double_bottom,2023-04-13,2023-04-25,12,2023-03-08,2023-05-31,5/12/2023,True
ENG,ENERGA (ENG),inverted_triangle,2023-01-31,2023-03-07,35,2022-10-18,2023-06-20,5/12/2023,True
ENG,ENERGA (ENG),ascending_triangle,2023-01-28,2023-03-07,38,2022-10-06,2023-06-29,5/12/2023,True
KER,KERNEL (KER),falling_wedge,2023-03-31,2023-05-12,42,2022-11-25,2023-09-15,5/12/2023,True
BHW,HANDLOWY (BHW),uptrend,2023-01-21,2023-03-17,55,2022-08-09,2023-08-29,,True
KER,KERNEL (KER),downtrend,2023-03-31,2023-05-12,42,2022-11-25,2023-09-15,,True
STS,SATIS (STS),uptrend,2023-02-09,2023-04-24,74,2022-07-02,2023-12-02,,True
EUR,EUROCASH (EUR),vertical_run_up,2023-03-27,2023-04-04,8,2023-03-03,2023-04-28,,True
ATD,ATENDE (ATD),vertical_run_up,2023-02-02,2023-02-10,8,2023-01-09,2023-03-06,,True
R22,R22,h&s_top,2023-01-19,2023-02-27,39,2022-09-24,2023-06-24,5/11/2023,True
ABE,ABPL (ABE),double_top,2023-01-26,2023-03-10,43,2022-09-19,2023-07-17,,True
PLW,PLAYWAY (PLW),rising_wedge,2023-02-17,2023-03-07,18,2022-12-25,2023-04-30,5/11/2023,True
PHN,PHN,falling_wedge,2023-01-29,2023-03-20,50,2022-09-01,2023-08-17,,True
PLW,PLAYWAY (PLW),double_top,2023-02-10,2023-02-21,11,2023-01-08,2023-03-26,,True
VVD,VIVID (VVD),descending_channel,2023-03-25,2023-04-27,33,2022-12-16,2023-08-04,5/11/2023,True
PLW,PLAYWAY (PLW),falling_wedge,2023-04-18,2023-04-27,9,2023-03-22,2023-05-24,5/11/2023,True
PLW,PLAYWAY (PLW),flag,2023-04-06,2023-04-27,21,2023-02-02,2023-06-29,5/11/2023,True
CMR,COMARCH (CMR),rising_wedge,2023-04-11,2023-05-08,27,2023-01-20,2023-07-28,,True
EAT,AMREST (EAT),double_bottom,2023-04-01,2023-04-14,13,2023-02-21,2023-05-23,5/11/2023,True
EAT,AMREST (EAT),double_bottom,2023-03-17,2023-03-27,10,2023-02-15,2023-04-26,5/11/2023,True
EAT,AMREST (EAT),descending_triangle,2023-04-16,2023-05-01,15,2023-03-02,2023-06-15,5/11/2023,True
,WIG-BUDOW,pennant,2023-04-07,2023-05-10,33,2022-12-29,2023-08-17,,False
ACT,ACTION (ACT),rising_wedge,2023-03-26,2023-04-06,11,2023-02-21,2023-05-09,5/11/2023,True
ETFBM40TR,ETFBM40TR,flat_base,2023-01-25,2023-03-02,36,2022-10-09,2023-06-18,5/11/2023,True
WIGDIV,WIGDIV,pennant,2023-04-07,2023-05-09,32,2023-01-01,2023-08-13,,False
ACT,ACTION (ACT),rising_wedge,2023-04-04,2023-04-24,20,2023-02-03,2023-06-23,5/11/2023,True
WIGDIV,WIGDIV,rising_wedge,2023-04-26,2023-05-12,16,2023-03-09,2023-06-29,,False
KER,KERNEL (KER),support,2023-02-11,2023-05-01,79,2022-06-19,2023-12-24,,True
KOM,KOMPUTRON (KOM),downtrend,2023-02-16,2023-04-14,57,2022-08-29,2023-10-02,,True
PEP,PEP,resistance,2023-04-08,2023-05-05,27,2023-01-17,2023-07-25,,True
STP,STALPROD (STP),rising_wedge,2022-11-29,2023-03-01,92,2022-02-26,2023-12-02,,True
R22,R22,double_top,2023-02-05,2023-02-14,9,2023-01-09,2023-03-13,5/10/2023,True
R22,R22,h&s_top,2023-01-26,2023-02-14,19,2022-11-30,2023-04-12,5/10/2023,True
ABE,ABPL (ABE),double_top,2023-02-14,2023-03-10,24,2022-12-04,2023-05-21,,True
ASB,ASBIS (ASB),h&s_top,2023-04-20,2023-05-03,13,2023-03-12,2023-06-11,,True
SWIG80,SWIG80,pennant,2023-01-14,2023-02-23,40,2022-09-16,2023-06-23,5/10/2023,False
TPE,TAURONPE (TPE),double_bottom,2023-03-22,2023-03-30,8,2023-02-26,2023-04-23,5/10/2023,True
ABE,ABPL (ABE),h&s_top,2023-01-09,2023-01-18,9,2022-12-13,2023-02-14,5/10/2023,True
ELT,ELEKTROTI (ELT),ascending_channel,2023-01-30,2023-03-03,32,2022-10-26,2023-06-07,5/10/2023,True
ENG,ENERGA (ENG),rising_wedge,2023-03-30,2023-04-12,13,2023-02-19,2023-05-21,5/10/2023,True
ETFBM40TR,ETFBM40TR,ascending_triangle,2023-01-23,2023-03-02,38,2022-10-01,2023-06-24,5/10/2023,True
MWIG40,MWIG40,flat_base,2023-01-25,2023-03-02,36,2022-10-09,2023-06-18,5/10/2023,False
MWIG40,MWIG40,ascending_triangle,2023-01-23,2023-03-02,38,2022-10-01,2023-06-24,5/10/2023,False
ENG,ENERGA (ENG),resistance,2023-02-16,2023-05-09,82,2022-06-15,2024-01-10,,True
BHW,HANDLOWY (BHW),uptrend,2023-01-27,2023-05-08,101,2022-03-30,2024-03-06,,True
VVD,VIVID (VVD),downtrend,2023-03-18,2023-04-27,40,2022-11-18,2023-08-25,,True
AGT,AGROTON (AGT),h&s_bottom,2023-03-25,2023-05-08,44,2022-11-13,2023-09-17,,True
VRC,VERCOM (VRC),double_top,2023-03-15,2023-03-27,12,2023-02-07,2023-05-02,5/9/2023,True
AGT,AGROTON (AGT),double_bottom,2023-01-30,2023-02-16,17,2022-12-10,2023-04-08,,True
EAT,AMREST (EAT),falling_wedge,2023-03-12,2023-03-29,17,2023-01-20,2023-05-19,5/9/2023,True
WWL,WAWEL (WWL),inverted_triangle,2023-02-28,2023-03-27,27,2022-12-09,2023-06-16,5/9/2023,True
,WIG-POLAND,rising_wedge,2023-03-31,2023-05-09,39,2022-12-04,2023-09-03,,True
EAT,AMREST (EAT),falling_wedge,2023-03-24,2023-04-27,34,2022-12-12,2023-08-07,5/9/2023,True
,WIG-BUDOW,rising_wedge,2023-04-25,2023-05-09,14,2023-03-14,2023-06-20,,False
ABE,ABPL (ABE),uptrend,2023-01-12,2023-04-24,102,2022-03-12,2024-02-24,,True
GOP,GAMEOPS (GOP),uptrend,2023-03-08,2023-05-09,62,2022-09-03,2023-11-11,,True
PEP,PEP,downtrend,2023-02-14,2023-04-19,64,2022-08-06,2023-10-28,,True
CCC,CCC,rising_wedge,2023-03-12,2023-04-18,37,2022-11-21,2023-08-07,5/8/2023,True
,WIG-SPOZYW,flat_base,2023-01-03,2023-04-25,112,2022-02-01,2024-03-26,,False
AMB,AMBRA (AMB),double_top,2023-04-17,2023-04-28,11,2023-03-15,2023-05-31,,True
AMB,AMBRA (AMB),rising_wedge,2023-01-16,2023-03-09,52,2022-08-13,2023-08-12,5/8/2023,True
CCC,CCC,ascending_channel,2022-11-08,2023-01-02,55,2022-05-27,2023-06-16,5/8/2023,True
,WIG-BUDOW,vertical_run_up,2023-02-25,2023-03-09,12,2023-01-20,2023-04-14,5/8/2023,False
ZUE,ZUE,ascending_triangle,2023-01-26,2023-02-15,20,2022-11-27,2023-04-16,5/8/2023,True
PGE,PGE,rising_wedge,2023-03-24,2023-04-06,13,2023-02-13,2023-05-15,5/8/2023,True
BMC,BUMECH (BMC),downtrend,2023-03-19,2023-05-03,45,2022-11-04,2023-09-15,,True
GPW,GPW,downtrend,2023-03-08,2023-05-03,56,2022-09-21,2023-10-18,,True
SEN,SERINUS (SEN),downtrend,2023-03-12,2023-05-03,52,2022-10-07,2023-10-06,,True
,WIG-SPOZYW,resistance,2023-01-03,2023-04-25,112,2022-02-01,2024-03-26,,False
CCC,CCC,rising_wedge,2022-10-25,2023-02-08,106,2021-12-11,2023-12-23,,True
AGO,AGORA (AGO),double_top,2023-04-10,2023-04-28,18,2023-02-15,2023-06-21,,True
SEN,SERINUS (SEN),falling_wedge,2023-03-20,2023-04-21,32,2022-12-14,2023-07-26,,True
ZUE,ZUE,double_top,2022-12-14,2022-12-26,12,2022-11-08,2023-01-31,5/5/2023,True
,WIG-SPOZYW,rising_wedge,2023-01-20,2023-03-17,56,2022-08-05,2023-09-01,,False
LWB,BOGDANKA (LWB),rising_wedge,2023-04-05,2023-04-19,14,2023-02-22,2023-05-31,5/5/2023,True
ZUE,ZUE,descending_channel,2023-01-12,2023-01-25,13,2022-12-04,2023-03-05,5/5/2023,True
CPS,CYFRPLSAT (CPS),double_bottom,2023-03-31,2023-04-13,13,2023-02-20,2023-05-22,5/5/2023,True
CPS,CYFRPLSAT (CPS),ascending_channel,2023-03-29,2023-04-19,21,2023-01-25,2023-06-21,5/5/2023,True
AGT,AGROTON (AGT),downtrend,2023-02-06,2023-04-27,80,2022-06-11,2023-12-23,,True
R22,R22,uptrend,2022-12-19,2023-04-19,121,2021-12-21,2024-04-16,,True
SFS,SFINKS (SFS),vertical_run_up,2023-03-31,2023-04-05,5,2023-03-16,2023-04-20,,True
GTN,GETIN (GTN),triangle,2023-01-22,2023-03-14,51,2022-08-22,2023-08-14,5/4/2023,True
ZUE,ZUE,double_top,2023-01-19,2023-02-15,27,2022-10-30,2023-05-07,,True
AMC,AMICA (AMC),falling_wedge,2023-02-10,2023-04-06,55,2022-08-29,2023-09-18,,True
IFI,IFIRMA (IFI),ascending_triangle,2022-12-22,2023-03-09,77,2022-05-05,2023-10-26,5/4/2023,True
PCR,PCCROKITA (PCR),pennant,2023-03-25,2023-04-21,27,2023-01-03,2023-07-11,5/4/2023,True
WLT,WIELTON (WLT),ascending_channel,2023-03-03,2023-04-18,46,2022-10-16,2023-09-03,5/4/2023,True
PCR,PCCROKITA (PCR),double_top,2023-04-06,2023-04-25,19,2023-02-08,2023-06-21,5/4/2023,True
BBT,BOOMBIT (BBT),ascending_channel,2023-04-04,2023-04-18,14,2023-02-21,2023-05-30,5/4/2023,True
CRJ,CREEPYJAR (CRJ),rising_wedge,2023-03-05,2023-04-27,53,2022-09-27,2023-10-03,5/4/2023,True
SWIG80,SWIG80,ascending_channel,2023-03-27,2023-04-12,16,2023-02-07,2023-05-30,5/4/2023,False
EAT,AMREST (EAT),support,2022-12-18,2023-03-30,102,2022-02-15,2024-01-30,,True
BMC,BUMECH (BMC),downtrend,2023-01-22,2023-04-21,89,2022-04-30,2024-01-13,,True
DEL,DELKO (DEL),uptrend,2023-03-17,2023-04-27,41,2022-11-14,2023-08-28,,True
FTE,FORTE (FTE),uptrend,2023-03-17,2023-04-28,42,2022-11-11,2023-09-01,,True
SGN,SYGNITY (SGN),double_top,2023-04-15,2023-04-28,13,2023-03-07,2023-06-06,,True
MRB,MIRBUD (MRB),double_top,2023-03-19,2023-03-27,8,2023-02-23,2023-04-20,5/2/2023,True
BOS,BOS,rising_wedge,2023-03-31,2023-04-27,27,2023-01-09,2023-07-17,,True
WPL,WIRTUALNA (WPL),rising_wedge,2023-03-09,2023-04-04,26,2022-12-21,2023-06-21,5/2/2023,True
VIN,VINDEXUS (VIN),falling_wedge,2023-02-18,2023-03-13,23,2022-12-11,2023-05-21,5/2/2023,True
CIE,CIECH (CIE),flag,2023-02-13,2023-03-23,38,2022-10-22,2023-07-15,5/2/2023,True
PGE,PGE,falling_wedge,2023-02-27,2023-03-31,32,2022-11-23,2023-07-05,5/2/2023,True
NEU,NEUCA (NEU),double_bottom,2023-01-27,2023-02-15,19,2022-12-01,2023-04-13,5/2/2023,True
VIN,VINDEXUS (VIN),double_bottom,2023-03-19,2023-03-30,11,2023-02-14,2023-05-02,5/2/2023,True
PHN,PHN,falling_wedge,2023-01-25,2023-03-07,41,2022-09-24,2023-07-08,5/2/2023,True
CPS,CYFRPLSAT (CPS),double_bottom,2023-03-18,2023-03-24,6,2023-02-28,2023-04-11,5/2/2023,True
VIN,VINDEXUS (VIN),h&s_bottom,2023-03-11,2023-03-27,16,2023-01-22,2023-05-14,5/2/2023,True
ZUE,ZUE,double_bottom,2023-03-22,2023-03-28,6,2023-03-04,2023-04-15,5/2/2023,True
VIN,VINDEXUS (VIN),inverted_triangle,2023-03-04,2023-03-16,12,2023-01-27,2023-04-21,5/2/2023,True
11B,11BIT (11B),uptrend,2023-01-20,2023-04-21,91,2022-04-22,2024-01-19,,True
ATC,ARCTIC (ATC),downtrend,2023-03-10,2023-04-27,48,2022-10-17,2023-09-18,,True
ATC,ARCTIC (ATC),downtrend,2023-02-27,2023-04-18,50,2022-09-30,2023-09-15,,True
PLW,PLAYWAY (PLW),uptrend,2023-02-18,2023-04-27,68,2022-07-29,2023-11-17,,True
DVL,DEVELIA (DVL),rising_wedge,2022-11-21,2023-01-16,56,2022-06-06,2023-07-03,4/28/2023,True
AML,ALUMETAL (AML),rising_wedge,2022-11-26,2023-03-07,101,2022-01-27,2024-01-04,,True
,WIG-CHEMIA,descending_triangle,2023-02-01,2023-04-26,84,2022-05-25,2024-01-03,,True
,WIG-CHEMIA,triangle,2023-02-04,2023-04-26,81,2022-06-06,2023-12-25,,True
UNI,UNIBEP (UNI),double_top,2023-04-19,2023-04-25,6,2023-04-01,2023-05-13,4/28/2023,True
,WIG-MEDIA,rising_wedge,2022-10-14,2022-11-11,28,2022-07-22,2023-02-03,4/28/2023,False
OBL,ORZBIALY (OBL),falling_wedge,2023-02-14,2023-03-30,44,2022-10-05,2023-08-09,4/28/2023,True
WPL,WIRTUALNA (WPL),rising_wedge,2023-04-04,2023-04-24,20,2023-02-03,2023-06-23,4/28/2023,True
WIG30,WIG30,falling_wedge,2023-01-29,2023-03-14,44,2022-09-19,2023-07-24,4/28/2023,False
LEN,LENA (LEN),h&s_bottom,2022-12-10,2023-02-02,54,2022-07-01,2023-07-14,,True
LEN,LENA (LEN),double_bottom,2023-01-08,2023-02-02,25,2022-10-25,2023-04-18,,True
,WIG-MEDIA,rising_wedge,2023-04-04,2023-04-26,22,2023-01-28,2023-07-01,4/28/2023,False
AML,ALUMETAL (AML),uptrend,2022-11-18,2023-01-27,70,2022-04-22,2023-08-25,,True
AGO,AGORA (AGO),vertical_run_up,2023-03-23,2023-03-31,8,2023-02-27,2023-04-24,,True
XTB,XTB,double_top,2023-03-22,2023-04-20,29,2022-12-25,2023-07-16,,True
WLT,WIELTON (WLT),rising_wedge,2022-11-06,2023-01-10,65,2022-04-25,2023-07-24,4/27/2023,True
ICE,MEDINICE (ICE),inverted_triangle,2023-02-27,2023-04-04,36,2022-11-11,2023-07-21,,True
WLT,WIELTON (WLT),double_top,2023-03-15,2023-04-03,19,2023-01-17,2023-05-30,4/27/2023,True
VRC,VERCOM (VRC),double_top,2022-11-25,2022-12-15,20,2022-09-26,2023-02-13,4/27/2023,True
,WIG-INFO,double_top,2023-03-06,2023-04-26,51,2022-10-04,2023-09-26,,False
VRC,VERCOM (VRC),double_top,2023-01-25,2023-02-13,19,2022-11-29,2023-04-11,4/27/2023,True
MRC,MERCATOR (MRC),h&s_bottom,2022-12-22,2023-01-13,22,2022-10-17,2023-03-20,4/27/2023,True
ULG,ULTGAMES (ULG),falling_wedge,2023-03-03,2023-03-28,25,2022-12-18,2023-06-11,4/27/2023,True
VRC,VERCOM (VRC),rising_wedge,2023-02-09,2023-03-10,29,2022-11-14,2023-06-05,4/27/2023,True
11B,11BIT (11B),triangle,2023-04-08,2023-04-24,16,2023-02-19,2023-06-11,,True
MRC,MERCATOR (MRC),falling_wedge,2023-01-07,2023-01-20,13,2022-11-29,2023-02-28,4/27/2023,True
,WIG-MEDIA,vertical_run_up,2022-11-02,2022-11-07,5,2022-10-18,2022-11-22,4/27/2023,False
LPP,LPP,double_bottom,2023-03-05,2023-03-17,12,2023-01-28,2023-04-22,4/27/2023,True
ATD,ATENDE (ATD),double_bottom,2023-03-22,2023-03-29,7,2023-03-01,2023-04-19,4/27/2023,True
,WIG-ODZIEZ,vertical_run_up,2023-04-18,2023-04-24,6,2023-03-31,2023-05-12,4/27/2023,False
LPP,LPP,triangle,2023-03-17,2023-04-03,17,2023-01-25,2023-05-24,4/27/2023,True
BHW,HANDLOWY (BHW),triangle,2023-03-22,2023-04-06,15,2023-02-05,2023-05-21,4/27/2023,True
,WIG-ODZIEZ,h&s_bottom,2023-03-03,2023-04-12,40,2022-11-03,2023-08-10,4/27/2023,False
BRA,BRASTER (BRA),double_bottom,2023-04-04,2023-04-12,8,2023-03-11,2023-05-06,4/27/2023,True
LPP,LPP,falling_wedge,2023-01-31,2023-02-21,21,2022-11-29,2023-04-25,4/27/2023,True
LPP,LPP,falling_wedge,2023-02-20,2023-04-03,42,2022-10-17,2023-08-07,4/27/2023,True
,WIG-ODZIEZ,flat_base,2023-03-03,2023-04-06,34,2022-11-21,2023-07-17,4/27/2023,False
LPP,LPP,double_bottom,2023-03-26,2023-04-12,17,2023-02-03,2023-06-02,4/27/2023,True
LPP,LPP,double_bottom,2023-02-17,2023-03-02,13,2023-01-09,2023-04-10,4/27/2023,True
LPP,LPP,rising_wedge,2023-03-30,2023-04-17,18,2023-02-04,2023-06-10,4/27/2023,True
LPP,LPP,ascending_triangle,2023-04-01,2023-04-17,16,2023-02-12,2023-06-04,4/27/2023,True
,WIG-SPOZYW,rising_wedge,2023-03-30,2023-04-24,25,2023-01-14,2023-07-08,,False
BML,BIOMEDLUB (BML),falling_wedge,2023-03-04,2023-04-05,32,2022-11-28,2023-07-10,4/27/2023,True
LEN,LENA (LEN),rising_wedge,2023-01-20,2023-03-14,53,2022-08-14,2023-08-20,4/27/2023,True
,WIG-ODZIEZ,rising_wedge,2023-04-04,2023-04-19,15,2023-02-18,2023-06-03,4/27/2023,False
ACT,ACTION (ACT),uptrend,2023-02-27,2023-04-24,56,2022-09-12,2023-10-09,,True
DCR,DECORA (DCR),uptrend,2022-12-22,2023-03-20,88,2022-04-02,2023-12-09,,True
LEN,LENA (LEN),support,2023-01-13,2023-02-02,20,2022-11-14,2023-04-03,,True
LEN,LENA (LEN),support,2023-01-28,2023-04-03,65,2022-07-17,2023-10-15,,True
MSZ,MOSTALZAB (MSZ),uptrend,2023-02-23,2023-04-27,63,2022-08-18,2023-11-02,,True
ZUK,STAPORKOW (ZUK),double_top,2023-03-28,2023-04-13,16,2023-02-08,2023-05-31,4/26/2023,True
BAH,BAHOLDING (BAH),double_bottom,2023-02-17,2023-03-09,20,2022-12-19,2023-05-08,,True
BAH,BAHOLDING (BAH),double_bottom,2023-01-21,2023-02-06,16,2022-12-04,2023-03-26,,True
PXM,POLIMEXMS (PXM),triangle,2023-04-04,2023-04-17,13,2023-02-24,2023-05-26,4/26/2023,True
VOT,VOTUM (VOT),double_top,2023-04-12,2023-04-18,6,2023-03-25,2023-05-06,4/26/2023,True
,WIG-INFO,flat_base,2023-03-04,2023-04-19,46,2022-10-17,2023-09-04,,False
STX,STALEXP (STX),falling_wedge,2023-02-23,2023-04-06,42,2022-10-20,2023-08-10,4/26/2023,True
GTC,GTC,ascending_triangle,2022-12-13,2023-01-17,35,2022-08-30,2023-05-02,4/26/2023,True
GTC,GTC,triangle,2023-01-25,2023-02-13,19,2022-11-29,2023-04-11,4/26/2023,True
GTC,GTC,ascending_triangle,2023-01-23,2023-02-22,30,2022-10-25,2023-05-23,4/26/2023,True
AML,ALUMETAL (AML),uptrend,2023-02-10,2023-04-06,55,2022-08-29,2023-09-18,,True
APR,AUTOPARTN (APR),uptrend,2023-03-16,2023-04-25,40,2022-11-16,2023-08-23,,True
,WIG-INFO,resistance,2023-03-04,2023-04-21,48,2022-10-11,2023-09-12,,False
BDX,BUDIMEX (BDX),double_top,2023-01-21,2023-03-03,41,2022-09-20,2023-07-04,4/25/2023,True
ASE,ASSECOSEE (ASE),h&s_top,2023-02-23,2023-03-16,21,2022-12-22,2023-05-18,,True
,WIG-BUDOW,double_top,2023-03-15,2023-03-30,15,2023-01-29,2023-05-14,4/25/2023,False
WWL,WAWEL (WWL),h&s_top,2022-11-24,2022-12-15,21,2022-09-22,2023-02-16,4/25/2023,True
GTC,GTC,descending_triangle,2022-12-21,2023-04-14,114,2022-01-13,2024-03-21,,True
IFI,IFIRMA (IFI),descending_triangle,2023-03-20,2023-04-03,14,2023-02-06,2023-05-15,4/25/2023,True
APR,AUTOPARTN (APR),double_top,2023-04-13,2023-04-19,6,2023-03-26,2023-05-07,,True
ALL,AILLERON (ALL),ascending_triangle,2023-03-16,2023-03-27,11,2023-02-11,2023-04-29,,True
ASE,ASSECOSEE (ASE),rising_wedge,2023-04-09,2023-04-24,15,2023-02-23,2023-06-08,4/25/2023,True
,WIG-INFO,rising_wedge,2023-03-23,2023-04-04,12,2023-02-15,2023-05-10,4/25/2023,False
ALL,AILLERON (ALL),uptrend,2023-02-16,2023-04-19,62,2022-08-14,2023-10-22,,True
CIE,CIECH (CIE),uptrend,2023-01-12,2023-04-21,99,2022-03-21,2024-02-12,,True
CRJ,CREEPYJAR (CRJ),uptrend,2023-02-04,2023-04-24,79,2022-06-12,2023-12-17,,True
CRJ,CREEPYJAR (CRJ),uptrend,2023-01-01,2023-03-31,89,2022-04-09,2023-12-23,,True
GTC,GTC,support,2023-01-10,2023-04-14,94,2022-04-03,2024-01-21,,True
MLS,MLSYSTEM (MLS),rising_wedge,2022-12-17,2023-04-12,116,2022-01-03,2024-03-25,,True
MLS,MLSYSTEM (MLS),vertical_run_up,2023-04-03,2023-04-11,8,2023-03-10,2023-05-05,,True
AST,ASTARTA (AST),flat_base,2022-11-02,2023-01-27,86,2022-02-17,2023-10-12,4/24/2023,True
ANR,ANSWEAR (ANR),double_top,2023-01-30,2023-02-14,15,2022-12-16,2023-03-31,4/24/2023,True
AST,ASTARTA (AST),rising_wedge,2022-12-04,2023-02-14,72,2022-05-02,2023-09-18,4/24/2023,True
RBW,RAINBOW (RBW),double_top,2023-03-16,2023-04-06,21,2023-01-12,2023-06-08,4/24/2023,True
WLT,WIELTON (WLT),inverted_triangle,2023-01-30,2023-03-08,37,2022-10-11,2023-06-27,4/24/2023,True
BIO,BIOTON (BIO),triangle,2023-01-23,2023-02-20,28,2022-10-31,2023-05-15,4/24/2023,True
BAH,BAHOLDING (BAH),h&s_bottom,2023-01-29,2023-03-06,36,2022-10-13,2023-06-22,,True
VRC,VERCOM (VRC),flat_base,2022-12-05,2023-01-12,38,2022-08-13,2023-05-06,4/24/2023,True
BIO,BIOTON (BIO),descending_triangle,2022-11-06,2022-12-28,52,2022-06-03,2023-06-02,4/24/2023,True
BIO,BIOTON (BIO),triangle,2022-11-03,2022-12-19,46,2022-06-18,2023-05-06,4/24/2023,True
EEX,EKOEXPORT (EEX),h&s_bottom,2023-03-12,2023-04-07,26,2022-12-24,2023-06-24,4/24/2023,True
BBD,BBIDEV (BBD),flat_base,2023-02-21,2023-03-27,34,2022-11-11,2023-07-07,4/24/2023,True
BBD,BBIDEV (BBD),descending_triangle,2023-02-17,2023-03-27,38,2022-10-26,2023-07-19,4/24/2023,True
MDG,MEDICALG (MDG),double_bottom,2023-03-22,2023-04-07,16,2023-02-02,2023-05-25,4/24/2023,True
MDG,MEDICALG (MDG),double_bottom,2023-03-20,2023-03-28,8,2023-02-24,2023-04-21,4/24/2023,True
,WIG-ODZIEZ,double_bottom,2023-03-03,2023-03-14,11,2023-01-29,2023-04-16,4/24/2023,False
CMR,COMARCH (CMR),downtrend,2022-12-24,2023-02-06,44,2022-08-14,2023-06-18,,True
GTC,GTC,support,2022-11-03,2022-11-28,25,2022-08-20,2023-02-11,,True
GTC,GTC,support,2022-11-19,2023-01-20,62,2022-05-17,2023-07-25,,True
PLW,PLAYWAY (PLW),uptrend,2022-12-04,2023-03-28,114,2021-12-27,2024-03-04,,True
ZUK,STAPORKOW (ZUK),uptrend,2023-01-27,2023-04-18,81,2022-05-29,2023-12-17,,True
TOR,TORPOL (TOR),uptrend,2022-09-29,2022-11-28,60,2022-04-02,2023-05-27,,True
WPL,WIRTUALNA (WPL),downtrend,2023-02-25,2023-04-14,48,2022-10-04,2023-09-05,,True
BRS,BORYSZEW (BRS),vertical_run_up,2023-03-14,2023-03-22,8,2023-02-18,2023-04-15,,True
BIO,BIOTON (BIO),falling_wedge,2023-01-23,2023-02-10,18,2022-11-30,2023-04-05,4/21/2023,True
ING,INGBSK (ING),ascending_triangle,2023-03-27,2023-04-18,22,2023-01-20,2023-06-23,,True
ULG,ULTGAMES (ULG),double_bottom,2023-04-04,2023-04-12,8,2023-03-11,2023-05-06,,True
,WIG-ODZIEZ,double_bottom,2023-02-17,2023-02-28,11,2023-01-15,2023-04-02,4/21/2023,False
SWIG80,SWIG80,rising_wedge,2023-03-25,2023-04-26,32,2022-12-19,2023-07-31,,False
ZRE,ZREMB (ZRE),vertical_run_up,2023-03-25,2023-03-28,3,2023-03-16,2023-04-06,,True
ALE,ALLEGRO (ALE),rising_wedge,2022-11-16,2023-01-26,71,2022-04-17,2023-08-27,,True
OPN,OPONEO.PL (OPN),pennant,2022-11-23,2022-12-23,30,2022-08-25,2023-03-23,4/20/2023,True
MLS,MLSYSTEM (MLS),rising_wedge,2022-11-08,2022-12-21,43,2022-07-02,2023-04-29,4/20/2023,True
ENA,ENEA (ENA),double_top,2022-12-05,2022-12-12,7,2022-11-14,2023-01-02,4/20/2023,True
WLT,WIELTON (WLT),rising_wedge,2023-03-06,2023-04-05,30,2022-12-06,2023-07-04,4/20/2023,True
ULG,ULTGAMES (ULG),flat_base,2022-10-12,2022-11-07,26,2022-07-26,2023-01-24,4/20/2023,True
ETFBW20LV,ETFBW20LV,vertical_run_up,2023-03-30,2023-04-04,5,2023-03-15,2023-04-19,4/20/2023,True
MBK,MBANK (MBK),descending_triangle,2023-02-16,2023-03-14,26,2022-11-30,2023-05-31,4/20/2023,True
SNX,SUNEX (SNX),double_bottom,2023-02-24,2023-03-17,21,2022-12-23,2023-05-19,4/20/2023,True
KRU,KRUK (KRU),inverted_triangle,2023-03-02,2023-03-14,12,2023-01-25,2023-04-19,4/20/2023,True
SNX,SUNEX (SNX),h&s_bottom,2023-03-06,2023-03-30,24,2022-12-24,2023-06-10,4/20/2023,True
SNX,SUNEX (SNX),double_bottom,2023-02-20,2023-02-27,7,2023-01-30,2023-03-20,4/20/2023,True
,WIG-POLAND,h&s_top,2022-12-09,2022-12-23,14,2022-10-28,2023-02-03,4/20/2023,True
NEU,NEUCA (NEU),double_bottom,2023-01-23,2023-01-31,8,2022-12-30,2023-02-24,4/20/2023,True
ENA,ENEA (ENA),inverted_triangle,2023-02-17,2023-03-10,21,2022-12-16,2023-05-12,4/20/2023,True
,WIG-ODZIEZ,double_bottom,2023-03-20,2023-03-31,11,2023-02-15,2023-05-03,4/20/2023,False
,WIG-ENERG,inverted_triangle,2023-03-22,2023-04-04,13,2023-02-11,2023-05-13,4/20/2023,True
